Title,Grade,Tag,Content,Images,ID
The Hidden Treasure,K,Short Story,"Once upon a time, there was a little boy named Leo. Leo loved to play outside and explore the world around him. One day, while he was playing in the park, he came across a strange map. The map had a big X on it, and Leo couldn't help but wonder what it could be.
He decided to follow the map and see where it would lead him. He walked through the park, past the playground, and over a little bridge. The map led him to a big tree, and there, hidden behind the tree, was a shiny chest. Leo couldn't believe his eyes!
He opened the chest, and inside he found all sorts of treasure: gold coins, shiny jewels, and even a pretty crown. Leo was so excited, he couldn't wait to show his friends and family what he had found.
He ran back to his house, and showed everyone the treasure. They were all amazed, and Leo felt like the luckiest boy in the world. From that day on, he went on many more adventures, always on the lookout for more hidden treasures.",The Hidden Treasure .png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/_4EmP1dp_tRH1cOFtphLIQ/zjaU2kzPO9dFPUPULF-uxkWk8T_EmiHkgTPhXrhDtQ6YaC4Uov6EtUqx0ISK-le3rn4SfT8hddxRBQQxbkNczN7k6N47ylF6EBfsld6xudE/WgzHj_e7FecpOXNsrhyCKJCw_Swjr1sC074nbIeVnJA),82
Happy Kids ,K,Rhyme ,"Happy kids, they jump and play
With laughter all throughout the day.
They giggle and they shout with glee
So much joy, it's plain to see.

Their eyes sparkle, bright and blue
Full of wonder, and dreams too.
They chase the butterflies, and chase the sun
Their hearts full of love, never undone.

They dance and sing, with all their might
So full of energy, they'll take flight.
Happy kids, they make the world go round
With their laughter, happiness abounds.

So let's be like them, with a smile so wide
And let our laughter be our guide.",Happy Kids  .png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/n8VsCafqyrfhM4leqInzLw/Nqdum98NDvx2KYWSpK5RPqNOvMUSLOCSvEUVCOnKQaa9oJhoUM-5CObbkirM47dLgF7OE_AlBEUhzT6vAyyAPDvb6hgg8Tll1IyVjk-JQDw/31xjBBeY61WXfYM6UciW9UcILKnptMZ6KEK5AQnqrOg),83
The Old Owl and a Rabbit ,K,Short Story,"Once upon a time, in a far-off land, there lived a wise old owl. He loved nothing more than solving riddles and sharing them with the other animals in the forest.
One day, a curious little rabbit hopped up to the owl and asked, ""Oh wise old owl, can you teach me a riddle?""
The owl thought for a moment and then said, ""What has four legs in the morning, two legs in the afternoon, and three legs in the evening?""
The rabbit hopped and hopped, trying to solve the riddle, but he just couldn't figure it out.
Just then, a wise old tortoise walked by and overheard the riddle. He thought for a moment and then said, ""The answer is a human. They crawl on all fours as a baby, walk on two legs as an adult, and use a cane in old age.""
The rabbit hopped with excitement and thanked the tortoise and owl for teaching him such a fun riddle. From that day on, he went around the forest sharing the riddle with all his animal friends and they had a great time solving it together.",The Old Owl and a Rabbit .png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/GPIPMQSDsh39xCCWj0JLdA/AmCiblRD7cZYJd56p6ElJy9ZBdQ4dZ3JjhLAf-Y1CWrRIf3VoYY9_DVQypzL62vXViTX9KNFU_H391x6qgFtuQF9c0-Dij5k0mDYl-eJZIo/0dkFot1YK5BC80w6h7uRjQSLg_FrDAr1FrqKPZ_SM_c),84
My Little Brother,K,Rhyme,"My little brother, so small and so new,
With chubby cheeks and eyes bright and blue.
He's always on the go, never still,
With energy and curiosity to fill.
He likes to play with cars and trains,
And build tall towers with blocks and chains.
He giggles when I tickle his toes,
And coos when I read him stories and prose.
He's always by my side, day and night,
A constant companion, my shining light.
I'll always be here for him, to guide and protect,
My little brother, I'll love and respect.
With him around, everything is just fine,
My little brother, forever mine.",My Little Brother.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/6DWc2NDMiP0jdSeDrV6y5Q/CSV1mW457PVaWndB9qqdU87qKhGYyauZW2SJ2tc7Cy4wqaDBWFakYLCGt0q04Pl3HtpWC5Cf7GeRmvO65YPgoyY4oHpXJki6E0nyX0fot6E/7RoX6mCVtxxNlEOi8pomvDrndY66OskiACjegyZ3H7Q),85
When Do Hippos Play?,K,Story,"By the African river, know as the Nile
The sun fell away and it rested for a while.

The rhinos had braved all the smoldering heat
They lay down to sleep as they wiped off their feet.

The elephants marched to their elephant beds
And gently they rested their elephant heads.

The hippos went bathing in cool, shallow pools
Thinking the rhinos and elephants fools.

Slowly the hippos sank into the river
The water so cold that it gave them a shiver.

(Hippos can't swim, like the pelicans think
They also can't float, they could easily sink)

Underwater, they fell to the soft river bed
On darkish green plants with a smidgen of red.

They strolled on the bottom, then bounced up for air
They did it for hours, without any care.
 
The fish followed closely, and wove in an out
Under their belly, and up to their snout.

Each of the hippos came up to the shore
To feed on the grass by the river once more.

They dried off their bodies by shaking and stomping
And took bites of grass, chewing and chomping.

With night fading fast, they were full from the feast
The sun returned back, rising up form the east.

The hippos crept off to collapse for the day
While rhinos and elephants got up to play.

Enjoying the warmth of the sun and its light
Never knowing the story of hippos at night.",When Do Hippos Play.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/UK3Rvr6KmhWbFDsSQmV3PQ/C3uujEr9xLdJWxRUCdxeMqh1c9X0xXajfqSl2-9MX55w0b1WdOsn2phjnB9yTfmi3RR6jafJWOuIpU--xYXFxFUCmla261A1h4XtqpdEdJw/ak1XKZW-bkt1jNJxvstsDyWNy51xiTfuqSx6IvtC29Y),86
Chuck - The Cricket ,K,Story,"Once upon a time, there was a little cricket named Chuck. Chuck loved to sing and chirp all day long. But one day, he noticed that no one seemed to be listening to him. He asked the other animals in the forest why this was, and they told him that no one could hear him because he was too small.
Feeling sad, Chuck decided to go on a journey to find a way to make his chirping louder. He met many other animals along the way, but none of them could help him. Finally, he met a wise old owl who told him that he did not need to be loud to be heard.
The owl explained that Chuck's chirping was special because it was unique to him, and that was what made it beautiful. Chuck realized that he didn't need to change who he was to be heard.
From that day on, Chuck sang and chirped with pride, and all the animals in the forest would stop and listen to his beautiful singing.",Chuck - The Cricket .png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/3Vpi6vuFI3YbDcSeMJORFQ/SC9_SCx8vRVV_a3aMovCDpqtlvrWkEkN7l2IgfX3hucMA5DitNf2SzO9vUPPmVJPNWkfj3i8HvmDozmc_cDw--7UlsD5SQhGckbgXkAsQZU/rvujbknfJap6sGmy9smm37xTudFHAhsqoyha2RErhuM),87
I am a Toddler,K,Rhyme ,"Verse 1:
I wake up every morning
Feeling fresh and new
I brush my teeth and eat my breakfast
And then I'm ready for the day

Chorus:
I'm a toddler, a big kid now
I'm growing and learning every day
I'm a toddler, a big kid now
I can do so much more than play

Verse 2:
I put on my shoes and coat
And out the door I go
I hold my mommy's hand
And off to school we go

Chorus:
I'm a toddler, a big kid now
I'm growing and learning every day
I'm a toddler, a big kid now
I can do so much more than play

Verse 3:
I love to sing and dance and laugh
I love to learn and explore
I'm a big kid now, I'm growing fast
I can do so much more

Chorus:
I'm a toddler, a big kid now
I'm growing and learning every day
I'm a toddler, a big kid now
I can do so much more than play.",I am a Toddler .png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/viv_LnN2d_jAB8vN8i8Big/sI74acXJO2VH4Nc0EYdgZ5tnRgnSNyv0SUoFDd6zjqJuMVO8s2LyScG5cCi984v7HxdtTtDDjA04nbFl5f00etkVVJoqWVzV2W8RKqgaDkE/Dvusge7gcTvYlzoG5ZL019Cu9TjTnsixxASU8AqByu0),88
Happy New Year,K,Rhyme ,"Happy new year, dear little one,
A brand new year has just begun.
Let's ring in the joy and the cheer,
And have a great time all year.

We'll sing and dance and play games too,
There's so much fun for me and you.
We'll make new friends and learn new things,
And our love for each other will bring.

So here's to a happy new year,
May it be filled with love, laughter, and cheer.
We'll make memories that will last,
And have a blast from the very first.

So let's raise a toast to the new year,
May it bring us all joy and cheer!",Happy New Year .png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/s7P2h0Hy85NHBdOojCArJA/5NkMZ3mPwbRNHobYNOG0yy2XM5WmAwdzcXvHgqf2yqP9gaVJdA9Is1cOljUPvgZcCPC53_Uu_xDO1FH46QsfFJ0nEGwi-5i2-zaNUI2VnCw/idaN_0oP6GPnAFsSdazWvLNkPxq4H2izjavnalnj78U),89
Story of a Lazy Boy,K,Short Story,"There was once a time when there was a young boy named George. George was happy, but he was also lazy. Whenever he was asked to do something, he always delegated it to someone else.
George's mother once asked him to clean his room. ""Do it yourself,"" she instructed. ""I'm too tired,"" George said.
His mother, on the other hand, was not tired at all. George needed to learn to do things on his own, she knew. ""You won't be able to play with your toys unless you clean your room,"" she warned him.
So George began cleaning his room. It was difficult work, but he completed it all by himself. When he was finished, his room was nice and clean.
George discovered that he could do things on his own and that doing a good job felt good. He was very happy after that because he always tried to do things by himself.",Story of a Lazy Boy.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/ZuyW4e63I_6G7yqRubOhug/yQkzXkW5Pj9ZNIJ0EnAaX3IPHOF5itbsz7RwhSSk6zFzzyKpOIV6pFVhs2yPREQL7InzfxKOb1scfujFe96OtG2BfIzxOyRoJHzMxvXDNAU/dkENUZdBaXX1n7_4JBBvYJxIKcRI_D0czWRsMsgCtM8),90
The Foolish Fish,K,Rhyme,"There once was a foolish fish,
Who swam in the sea without a wish.
He'd splash and he'd play,
But never knew what to say.
He didn't know how to catch a dish.

One day a wise old fish came by,
And asked him why he swam and sigh.
The foolish fish replied,
I don't know how to decide,
On what to do or where to fly.

The wise old fish then said with glee,
""My dear, just follow your heart and see,
What makes you happy and glad.
And you won't be so sad,
You'll find your purpose, just wait and see""

So the foolish fish took his advice,
And found his purpose in a nice
School of fish to lead
And now he's happy indeed.
He's not foolish, he's just nice!",The Foolish Fish.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/Ioaej00oI6XqiA84xVOTng/OjyDdHQgknz6GIz6WBk3B8vPkGbdlV-JTa6exVY1fFVgQzeF-WeuMsPh3Sj_2eYpy1iJ7H9mNP4oMM-L9hCnyUyNS_hXgtCPKnTY3ZX9Qa4/iJHDLDmQyUVCI4zPgOuHy_wfJBNZW2DUoVI2WRL4ALs),91
True Wealth,K,Short Story,"Once upon a time, there was a little boy named Johnny. Johnny was always looking for ways to get more money and possessions. He thought that if he had more things, he would be happier and more successful.
One day, Johnny went on a walk in the forest and came across a wise old old man. Johnny asked the old man how to become wealthy. The old man replied, ""Wealth is not just about having a lot of money and possessions. True wealth is about having love, good friends, and being happy.""
Johnny was confused, he thought that wealth was only about money and things. The old man told him that having a lot of money and things is not important if it doesn't make you happy.
Johnny realized that he had been looking for wealth in the wrong place. He went back home and thanked his family and friends for their love and support. He also started to appreciate the simple things in life like playing outside, reading books and spending time with his loved ones.
Johnny was now truly happy and rich in the things that truly mattered, love, good friends and happiness. He learned that true wealth can't be bought with money, it's about the love and happiness that surrounds you.",True Wealth.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/4VoHaYp-XyG32iYnpWzgIA/ftxrSBvkU-bvg84msttACfPCwSuWO_DPrK0B51JoZcRIkH_f5Mst_t868Is3MvUDM2BclUP-rZhvh_JNUG6p9V8yDmouxpC5X-VnExesKdg/y8M6WYB_lxd-DjFJHtDNPw4vYm8vuYwnrfS5NA71jHk),92
Baby Animals,K,Rhyme ,"Bouncing bunnies, fluffy chicks
Adorable puppies, playful kittens
Baby animals are so much fun
They bring joy to everyone.

Cuddly cubs, wriggling worms
Furry foxes, playful squirms
From the tiniest ant to the biggest elephant
Baby animals are simply magnificent.

So let's celebrate these precious creatures
And all the joy and love they bring to us
They fill our hearts with so much cheer
Baby animals, we hold you dear.",Baby Animals.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/GAEdknrWb22PSxDNUs3FlA/HtpZO-p18hPer5GFeYJpJksJULsQX0QqS5PT3lp5cxZkYYHKNFfX5kNi-IcN6min9-1yDxDKma-YvPK_ChINd6WET9anjbhaVxDk1wPrAKI/OT8xEgUwXpx7vHlUBMDZYhLMPe6Vw63DFSwDusV0mYM),93
The Thirsty Crow,K,Short Story,"One hot day, a thirsty crow flew all over the fields looking for water. For a long time, she could not find any. She felt very weak, almost giving up hope.
Suddenly, she saw a water jug below her. She flew straight down to see if there was any water inside. Yes, she could see some water inside the jug!
The crow tried to push her head into the jug. Sadly, she found that the neck of the jug was too narrow. Then she tried to push the jug down for the water to flow out. She found that the jug was too heavy.
The crow thought hard for a while. Then looking around her, she saw some pebbles. She suddenly had a good idea. She started picking up the pebbles one by one, dropping each into the jug. 
As more and more pebbles filled the jug, the water level kept rising. Soon it was high enough for the crow to drink. Her plan had worked!",The Thirsty Crow.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/hGuATukaCetZQHtOmu6d1w/FEokIjlN0gEBQQYN5MEFwiRlANVQ1tLywj6oLx3tGvL9UFze5P3EiMaJn6TCJVdoCVbkI6Zc9IOPAArAKgl1rf-n4gIk01FYhpgsmCDj7E0/G1GkVOvgTzwvFojIJgYLbzMfLL8KSUk-TPQoz88g2Fc),94
Rise and Shine,K,Rhyme ,"Rise and shine, it's time to go
Out of bed, it's time to flow.
The early bird gets the worm, they say
So don't hit snooze, it's time to play.

A new day awaits, full of potential
But you won't get very far, if you're not sequential.
So don't delay, get up and get dressed
The world is waiting, no time to rest.",Rise and Shine.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/QPAzKVqdiNKn-1tCFeJICw/xCRYLdFlOA9BiZdtqnpAkZ8UDx03NzF3SifPqKSSjHnykqRONwKC5Bxn3fH64i1ratWbvZWwFA5NiUTzM9HyxtzjZVb4kohWhYqQC6WXhnc/9KVkITqL0l1BS6XtleV6Cb52wdykims4XtABQ3Lr6Aw),95
A Glass of Milk,K,Short Story,"Once upon a time, there was a little girl named Melinda. She was a kind and gentle toddler who loved to explore her world. She loved to play outside, feel the sunshine on her face, and hear the birds singing in the trees. But her very favorite thing in the whole world was a cold glass of milk.

Every morning, Melinda's mom would pour her a glass of milk before she went off to play. Melinda would take a sip and the cool, creamy liquid would slide down her throat, making her feel happy and refreshed. She loved the way the milk smelled, the way it tasted, and the way it made her feel.

As Melinda grew older, her love for milk never wavered. She would always ask for a glass of milk with her meals, and would even choose milk over other drinks when offered. She loved to drink it in the morning before school, and always made sure to have a glass before bedtime.

One day, Melinda was playing outside with her friends and she got very thirsty. She ran back to her house to ask her mom for a glass of milk. Her mom was surprised to see how much Melinda loved milk and asked her why she loved it so much. Melinda thought for a moment, and replied with a smile, ""Milk is my best friend, it always makes me feel happy and gives me the energy to play and have fun"".

From that day on, Melinda's mom made sure to always have a glass of milk ready for her whenever she wanted it. Melinda continued to love her milk, and would often share it with her friends, introducing them to the joy of a cold glass of milk.",A Glass of Milk.png (https://v5.airtableusercontent.com/v1/15/15/1677168000000/qyvoLMPLxE9DU9wRQGyo8A/fcwUj3jCSCzUQcY8q7gDdIxF6V3dUfyUWstqgBwpo0BX5KXzHkrON9fWG1pQMkZ0_g99CJKxolOmWnTgAnplgxSsLdtykL3Va8gpMxQYlLc/ZXn88FDgoc-KqCWtLPr6HgvWBPzGnYXV2cU_8uVxsYI),96
